id,artist,title,album,play_count,release_date,duration,album_art,favorite,timestamp
10560,Madi Diaz,Mess,Phantom,0,Unknown,0,https://lastfm.freetls.fastly.net/i/u/300x300/e46e282b0f0d4c65cc232c0fb76a89b2.jpg,0,1714674485
10561,Japanese Breakfast,Till Death,Soft Sounds From Another Planet,0,Unknown,0,https://lastfm.freetls.fastly.net/i/u/300x300/e3ada99d604166fa317b5d0301951de4.jpg,0,1714674307
10562,Hozier,Like Real People Do,Hozier (Expanded Edition),0,Unknown,0,https://lastfm.freetls.fastly.net/i/u/300x300/edc416f16adf29c3097deade4acf8390.jpg,0,1714674108
10563,Mom Rock,I Am the Same,I Wish Every Day Was Today,0,Unknown,0,https://lastfm.freetls.fastly.net/i/u/300x300/af27cd5b3cbefe2aa879a980a032eab5.jpg,0,1714673833
10564,Neil Young,Love Is A Rose,Homegrown,0,Unknown,0,https://lastfm.freetls.fastly.net/i/u/300x300/05b1b1658883cbca1d1f87455b2e2a36.png,0,1714673695
10565,Joan Shelley,Teal,Like The River Loves The Sea,0,Unknown,0,https://lastfm.freetls.fastly.net/i/u/300x300/05f8a99f98d260e2b63452582d9d86d3.jpg,0,1714673444
10566,Jr Jr,Low,Invocations / Conversations,0,Unknown,0,https://lastfm.freetls.fastly.net/i/u/300x300/0a82903d19ce56728e84c4b4c7cfa1d8.jpg,0,1714673245
10567,Pusha T,Neck & Wrist (feat. JAY-Z & Pharrell Williams),It's Almost Dry,0,Unknown,0,https://lastfm.freetls.fastly.net/i/u/300x300/87390a1fc122d9412420e0ee7e1769b2.jpg,0,1714673035
10568,Dreamville,Anthem (with Big Sean & EST Gee) - Soundtrack Version,Creed III: The Soundtrack,0,Unknown,0,https://lastfm.freetls.fastly.net/i/u/300x300/2089b187eb492cba7e1aa62ad44ada55.jpg,0,1714672908
10569,Alex G,Mary,TRICK,0,Unknown,0,https://lastfm.freetls.fastly.net/i/u/300x300/0b8520054cfd8af493b44a8bed0a2361.jpg,0,1714672711
