id,artist,title,album,release_date,album_art,timestamp
1183,Kendrick Lamar,LOVE. FEAT. ZACARI.,DAMN.,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/8a59ed3a9c71cb5113325e2026889e4a.png,1730913389
1184,Kendrick Lamar,LOVE. FEAT. ZACARI.,DAMN.,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/8a59ed3a9c71cb5113325e2026889e4a.png,1730913175
1185,Kendrick Lamar,LOVE. FEAT. ZACARI.,DAMN.,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/8a59ed3a9c71cb5113325e2026889e4a.png,1730912961
1186,Kendrick Lamar,LOVE. FEAT. ZACARI.,DAMN.,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/8a59ed3a9c71cb5113325e2026889e4a.png,1730912747
1187,Kendrick Lamar,LOVE. FEAT. ZACARI.,DAMN.,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/8a59ed3a9c71cb5113325e2026889e4a.png,1730912533
1188,Kendrick Lamar,LOVE. FEAT. ZACARI.,DAMN.,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/8a59ed3a9c71cb5113325e2026889e4a.png,1730912319
1189,"Tyler, the Creator",Balloon (Feat. Doechii),Chromakopia,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/8c0b389bb4cbf522bc5a2b58e15b6620.jpg,1730912064
1190,"Tyler, the Creator",Like Him (feat. Lola Young),Chromakopia,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/8c0b389bb4cbf522bc5a2b58e15b6620.jpg,1730911111
1191,"Tyler, the Creator",Thought I Was Dead (feat. ScHoolboy Q & Santigold),Chromakopia,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/8c0b389bb4cbf522bc5a2b58e15b6620.jpg,1730910868
1192,"Tyler, the Creator",TOMORROW,Chromakopia,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/8c0b389bb4cbf522bc5a2b58e15b6620.jpg,1730910686
1193,"Tyler, the Creator",Take Your Mask Off (feat. Daniel Caesar & LaToiya Williams),Chromakopia,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/8c0b389bb4cbf522bc5a2b58e15b6620.jpg,1730910432
1194,"Tyler, the Creator","STICKY (feat. GloRilla, Sexyy Red & Lil Wayne)",Chromakopia,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/8c0b389bb4cbf522bc5a2b58e15b6620.jpg,1730910156
1195,"Tyler, the Creator",Judge Judy,Chromakopia,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/8c0b389bb4cbf522bc5a2b58e15b6620.jpg,1730909985
1196,Iron & Wine,Naked as We Came,Our Endless Numbered Days (Deluxe Edition),Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/cc27af432829676a8fe804abf191e170.jpg,1730847291
1197,Marika Hackman,Cigarette - 7 Layers Session,7 Layers Sessions,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/1dcd19176502cb7f42fcf8df644e7d8a.jpg,1730843537
1198,Wild Pink,Dulling The Horns,Dulling The Horns,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/c56444fb9037c852f0f59b7cf108db97.jpg,1730835956
1199,Wild Pink,Sprinter Brain,Dulling The Horns,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/c56444fb9037c852f0f59b7cf108db97.jpg,1730835733
1200,Wild Pink,Disintegrate,Dulling The Horns,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/c56444fb9037c852f0f59b7cf108db97.jpg,1730835524
1201,Wild Pink,Cloud Or Mountain,Dulling The Horns,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/c56444fb9037c852f0f59b7cf108db97.jpg,1730835262
1202,Wild Pink,Eating The Egg Whole,Dulling The Horns,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/c56444fb9037c852f0f59b7cf108db97.jpg,1730835043
1203,Wild Pink,The Fences Of Stonehenge,Dulling The Horns,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/c56444fb9037c852f0f59b7cf108db97.jpg,1730834886
1204,St. Lunatics,Let Me In Now,Free City,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/a1fd4a4675eb4d0894b4f6b030cfc658.jpg,1730834648
1205,St. Lunatics,Show 'Em What They Won,Free City,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/a1fd4a4675eb4d0894b4f6b030cfc658.jpg,1730834381
1206,St. Lunatics,Midwest Swing,Free City,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/a1fd4a4675eb4d0894b4f6b030cfc658.jpg,1730834107
1207,Drumming Bird,Election Day in the Red State,Born in Time/Election Day in the Red State,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730824699
1208,Drumming Bird,Born in Time,Born in Time/Election Day in the Red State,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730824449
1209,Common,This Man,The Auditorium Vol. 1,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/4205f6db4646c6ec1b44712b68ef6d11.jpg,1730824145
1210,Common,Chi-Town Do It,The Auditorium Vol. 1,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/4205f6db4646c6ec1b44712b68ef6d11.jpg,1730823879
1211,Common,Dreamin',The Auditorium Vol. 1,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/4205f6db4646c6ec1b44712b68ef6d11.jpg,1730823639
1212,Jeremy Lloyd-Styles,Hope the Discman Tucked in My Seat Doesn't Fly out Round This Curve,2k80410,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730823498
1213,Jeremy Lloyd-Styles,Paradise,2k80410,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730823325
1214,Jeremy Lloyd-Styles,I'm Sorry Your Job Sucks,2k80410,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730823091
1215,Jeremy Lloyd-Styles,The Match - From The New Musical RUTKA,The Match (From The New Musical RUTKA),Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730755074
1216,Jeremy Lloyd-Styles,The Match - From The New Musical RUTKA,The Match (From The New Musical RUTKA),Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730754821
1217,Jeremy Lloyd-Styles,The Match - From The New Musical RUTKA,The Match (From The New Musical RUTKA),Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730754567
1218,Jeremy Lloyd-Styles,The Match - From The New Musical RUTKA,The Match (From The New Musical RUTKA),Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730754314
1219,Jeremy Lloyd-Styles,The Match - From The New Musical RUTKA,The Match (From The New Musical RUTKA),Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730754060
1220,Jeremy Lloyd-Styles,The Match - From The New Musical RUTKA,The Match (From The New Musical RUTKA),Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730753807
1221,Jeremy Lloyd-Styles,The Match - From The New Musical RUTKA,The Match (From The New Musical RUTKA),Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730753555
1222,Jeremy Lloyd-Styles,The Match - From The New Musical RUTKA,The Match (From The New Musical RUTKA),Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730753309
1223,Amy O,Canteen,Arrow,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/c7b29046391b048f65500c82472087dd.jpg,1730748566
1224,Amy O,Casio,"Mirror, Reflect",Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/35719b75713df59d73d73573d71fd9d9.png,1730748367
1225,Amy O,Three Cups,"Mirror, Reflect",Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/35719b75713df59d73d73573d71fd9d9.png,1730748154
1226,Amy O,Almost Fall,"Mirror, Reflect",Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/35719b75713df59d73d73573d71fd9d9.png,1730747969
1227,Amy O,Superbloom,"Mirror, Reflect",Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/35719b75713df59d73d73573d71fd9d9.png,1730747759
1228,Amy O,Green,"Mirror, Reflect",Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/35719b75713df59d73d73573d71fd9d9.png,1730747611
1229,Amy O,Canyon,"Mirror, Reflect",Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/35719b75713df59d73d73573d71fd9d9.png,1730747416
1230,Amy O,Early Days,"Mirror, Reflect",Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/35719b75713df59d73d73573d71fd9d9.png,1730747289
1231,Amy O,Sediment,"Mirror, Reflect",Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/35719b75713df59d73d73573d71fd9d9.png,1730747107
1232,Amy O,Arc,"Mirror, Reflect",Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/35719b75713df59d73d73573d71fd9d9.png,1730746888
1233,Amy O,Reveal,"Mirror, Reflect",Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/35719b75713df59d73d73573d71fd9d9.png,1730746720
1234,Amy O,Dribble Dribble,"Mirror, Reflect",Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/35719b75713df59d73d73573d71fd9d9.png,1730746524
1235,Amy O,Honey,"Mirror, Reflect",Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/35719b75713df59d73d73573d71fd9d9.png,1730746377
1236,mynameisntjmack,BUNKER/PREROLL,BUNKER/PREROLL,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2be3671c8f00ba0587d190138cb673d7.jpg,1730745428
1237,Kendrick Lamar,untitled 08 | 09.06.2014.,untitled unmastered.,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/f990d085bca3182dfe436c098eed36c8.jpg,1730745193
1238,Denzel Curry,HOT ONE (with TiaCorine & A$AP Ferg),King Of The Mischievous South Vol. 2,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/570ee7d85195dba85556225dc81ebb74.jpg,1730745027
1239,Cusp,The Alternative,Thanks So Much,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/f5dd28869766f837ec06b2613c6980b0.jpg,1730744737
1240,Kendrick Lamar,Not Like Us,Not Like Us,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/ad04999220beed1745aa499653cd84bd.jpg,1730744736
1241,Amy O,Later On,Shell,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2efe47e1153b6a4a9d8c243619ffc9f2.jpg,1730743584
1242,villagerrr,Neverrr Everrr,Tear Your Heart Out,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/29e6d0bb25df881be2ef4f30030bd8df.jpg,1730743362
1243,Wild Pink,Air Drumming Fix You,Air Drumming Fix You,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/a1af8686d03340a326a7a25db790842b.jpg,1730743032
1244,youbet,Carsick,Way to Be,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/7581ec1af7e1397b13c17dc4e611ae09.jpg,1730742837
1245,BNNY,Something Blue,One Million Love Songs,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/804c5e65e250fbdc42f3b869056baa17.jpg,1730742674
1246,Cusp,Win,You Can Do It All,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/58b2be428bbfad3dc42ede31cc7ad026.jpg,1730742511
1247,Amy O,Good Routines,Shell,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2efe47e1153b6a4a9d8c243619ffc9f2.jpg,1730742337
1248,Amy O,Casio,"Mirror, Reflect",Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/35719b75713df59d73d73573d71fd9d9.png,1730742139
1249,Amy O,Three Cups,"Mirror, Reflect",Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/35719b75713df59d73d73573d71fd9d9.png,1730741926
1250,Amy O,Almost Fall,"Mirror, Reflect",Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/35719b75713df59d73d73573d71fd9d9.png,1730741649
1251,Amy O,Superbloom,"Mirror, Reflect",Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/35719b75713df59d73d73573d71fd9d9.png,1730741439
1252,Amy O,Green,"Mirror, Reflect",Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/35719b75713df59d73d73573d71fd9d9.png,1730741291
1253,Amy O,Canyon,"Mirror, Reflect",Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/35719b75713df59d73d73573d71fd9d9.png,1730741095
1254,Amy O,Early Days,"Mirror, Reflect",Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/35719b75713df59d73d73573d71fd9d9.png,1730740969
1255,Amy O,Sediment,"Mirror, Reflect",Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/35719b75713df59d73d73573d71fd9d9.png,1730740787
1256,Amy O,Arc,"Mirror, Reflect",Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/35719b75713df59d73d73573d71fd9d9.png,1730740568
1257,Amy O,Reveal,"Mirror, Reflect",Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/35719b75713df59d73d73573d71fd9d9.png,1730740400
1258,Amy O,Dribble Dribble,"Mirror, Reflect",Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/35719b75713df59d73d73573d71fd9d9.png,1730740204
1259,Amy O,Honey,"Mirror, Reflect",Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/35719b75713df59d73d73573d71fd9d9.png,1730740057
1260,"Tyler, the Creator",BEST INTEREST,BEST INTEREST,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/64049f1cdc35c0ef618842dcfcbb05f7.jpg,1730739917
1261,orion sun,Mirage,A Collection of Fleeting Moments and Daydreams,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/b48785f8d554a127220f83aa8ec3598f.jpg,1730739860
1262,"Tyler, the Creator",I Hope You Find Your Way Home,Chromakopia,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/8c0b389bb4cbf522bc5a2b58e15b6620.jpg,1730739590
1263,"Tyler, the Creator",Balloon (Feat. Doechii),Chromakopia,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/8c0b389bb4cbf522bc5a2b58e15b6620.jpg,1730739435
1264,"Tyler, the Creator",Like Him (feat. Lola Young),Chromakopia,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/8c0b389bb4cbf522bc5a2b58e15b6620.jpg,1730739157
1265,"Tyler, the Creator",Thought I Was Dead (feat. ScHoolboy Q & Santigold),Chromakopia,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/8c0b389bb4cbf522bc5a2b58e15b6620.jpg,1730738950
1266,"Tyler, the Creator",TOMORROW,Chromakopia,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/8c0b389bb4cbf522bc5a2b58e15b6620.jpg,1730738768
1267,"Tyler, the Creator",Take Your Mask Off (feat. Daniel Caesar & LaToiya Williams),Chromakopia,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/8c0b389bb4cbf522bc5a2b58e15b6620.jpg,1730738514
1268,"Tyler, the Creator","STICKY (feat. GloRilla, Sexyy Red & Lil Wayne)",Chromakopia,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/8c0b389bb4cbf522bc5a2b58e15b6620.jpg,1730738259
1269,"Tyler, the Creator",Judge Judy,Chromakopia,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/8c0b389bb4cbf522bc5a2b58e15b6620.jpg,1730734478
1270,"Tyler, the Creator",I Killed You,Chromakopia,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/8c0b389bb4cbf522bc5a2b58e15b6620.jpg,1730734310
1271,"Tyler, the Creator",Hey Jane,Chromakopia,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/8c0b389bb4cbf522bc5a2b58e15b6620.jpg,1730734069
1272,"Tyler, the Creator","Darling, I (feat. Teezo Touchdown)",Chromakopia,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/8c0b389bb4cbf522bc5a2b58e15b6620.jpg,1730733815
1273,"Tyler, the Creator",NOID,Chromakopia,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/8c0b389bb4cbf522bc5a2b58e15b6620.jpg,1730733531
1274,"Tyler, the Creator",Rah Tah Tah,Chromakopia,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/8c0b389bb4cbf522bc5a2b58e15b6620.jpg,1730733366
1275,"Tyler, the Creator",ST. CHROMA (feat. Daniel Caesar),Chromakopia,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/8c0b389bb4cbf522bc5a2b58e15b6620.jpg,1730733169
1276,Kiiara,Gold,Low Kii Savage,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/d73f01eb5d2491d8051d97ed61c023f7.jpg,1730726657
1277,mxmtoon,i hate texas,liminal space,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/3c6e8badb68026f2edc54d8f6f8b7b47.jpg,1730680039
1278,mxmtoon,dramatic escape,liminal space,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/3c6e8badb68026f2edc54d8f6f8b7b47.jpg,1730679868
1279,Haley Heynderickx,Swoop,Seed of a Seed,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/e877c536fe5ea87d3c4c22e71e9b7877.jpg,1730679638
1280,Haley Heynderickx,Jerry's Song,Seed of a Seed,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/e877c536fe5ea87d3c4c22e71e9b7877.jpg,1730679443
1281,Haley Heynderickx,Sorry Fahey,Seed of a Seed,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/e877c536fe5ea87d3c4c22e71e9b7877.jpg,1730679222
1282,Haley Heynderickx,Ayan's Song,Seed of a Seed,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/e877c536fe5ea87d3c4c22e71e9b7877.jpg,1730679025
1283,Haley Heynderickx,Redwoods (Anxious God),Seed of a Seed,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/e877c536fe5ea87d3c4c22e71e9b7877.jpg,1730678742
1284,Haley Heynderickx,Spit In The Sink,Seed of a Seed,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/e877c536fe5ea87d3c4c22e71e9b7877.jpg,1730678598
1285,Haley Heynderickx,Mouth of a Flower,Seed of a Seed,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/e877c536fe5ea87d3c4c22e71e9b7877.jpg,1730678340
1286,Haley Heynderickx,Seed of a Seed,Seed of a Seed,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/e877c536fe5ea87d3c4c22e71e9b7877.jpg,1730678176
1287,Haley Heynderickx,Foxglove,Seed of a Seed,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/e877c536fe5ea87d3c4c22e71e9b7877.jpg,1730678016
1288,Haley Heynderickx,Gemini,Seed of a Seed,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/e877c536fe5ea87d3c4c22e71e9b7877.jpg,1730677746
1289,Emmitt James,Leveled Up,Leveled Up,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730677519
1290,Emmitt James,IDKY (It's Giving Outro),It's Giving Healed Black Man,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730677294
1291,Emmitt James,Something New,It's Giving Healed Black Man,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730677178
1292,Emmitt James,Don't Say No,It's Giving Healed Black Man,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730677016
1293,Emmitt James,Something Like That,It's Giving Healed Black Man,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730676871
1294,Emmitt James,Under My Feet,It's Giving Healed Black Man,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730676788
1295,Emmitt James,Avoiding Triggers,It's Giving Healed Black Man,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730676752
1296,Emmitt James,Elbow Grease,It's Giving Healed Black Man,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730676618
1297,Emmitt James,Leveled Up,It's Giving Healed Black Man,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730676458
1298,Emmitt James,That's A Go,It's Giving Healed Black Man,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730676320
1299,Emmitt James,Sleep When I'm Dead,It's Giving Healed Black Man,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730676161
1300,Emmitt James,Stress Less,It's Giving Healed Black Man,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730676044
1301,Emmitt James,Tryna Heal,It's Giving Healed Black Man,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730675903
1302,Emmitt James,It's Giving Intro,It's Giving Healed Black Man,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730675868
1303,Gigi Perez,Fable,Fable,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/38b54229925d82165147b8d36ed52f53.png,1730675556
1304,harf.,For You I'll Wait,Watch You Fly,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730675320
1305,Bon Iver,S P E Y S I D E,S P E Y S I D E,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/0c4050ee84a3ba39fc2d1d0ee458f3db.jpg,1730675110
1306,Jacob Slade,However You May,Jacob Slade,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/3a2266f70df80336eb9a934166445549.jpg,1730674928
1307,Is This Thing On,Same,Is This Thing On?,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730658327
1308,Is This Thing On,Sarah,Is This Thing On?,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730657625
1309,Is This Thing On,Mid,Is This Thing On?,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730657462
1310,Is This Thing On,Canadian Bride,Is This Thing On?,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730657215
1311,Is This Thing On,Talk Talk,Is This Thing On?,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730657084
1312,Is This Thing On,Blisters,Is This Thing On?,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730656900
1313,Is This Thing On,Acetaminophen,Is This Thing On?,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730656769
1314,Is This Thing On,Aliens,Is This Thing On?,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730656538
1315,Snoop Dogg,Can I Get A Flicc Witchu,R&G (Rhythm & Gangsta): The Masterpiece,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/204512e022124b9bcb748ef87cdbbf8b.png,1730656314
1316,Is This Thing On,Pizza Hut,Is This Thing On?,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730656314
1317,Holy Pinto,Gold Leaf,Adult,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/6a99285f02e65432508ec45d09176ba3.jpg,1730612361
1318,Holy Pinto,"us, married","us, married",Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/8f166b84ee9713d9f49112f456b8c76d.jpg,1730608541
1319,Holy Pinto,Daisychain,Adult,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/6a99285f02e65432508ec45d09176ba3.jpg,1730608246
1320,Holy Pinto,Milwaukee,"Milwaukee: A Love Story of Truck Stops, Soccer Bars, and a Big Blue Van.",Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730608098
1321,Holy Pinto,death is in the air,death is in the air,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730607888
1322,Snoop Dogg,Drop It Like It's Hot,R&G (Rhythm & Gangsta): The Masterpiece,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/204512e022124b9bcb748ef87cdbbf8b.png,1730590187
1323,Reverend Baron,Those Who Hide,Pheasant EP,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/6c964cd582e7c1eb652c98b4bb9cbc6d.jpg,1730563451
1324,Maximiano,I Am A Cinematographer,Covers,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730563284
1325,Riggings,The Birds Knew First,Egg,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/b1356d5b87b975e58320c3b77fa5b5f7.jpg,1730563064
1326,Maximiano,The Moment's Gone,The Real Truth,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730562715
1327,Maximiano,Wildwood,The Real Truth,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730562499
1328,Maximiano,Jordan Year,The Real Truth,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730562213
1329,Maximiano,(re)Introduction,The Real Truth,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730561944
1330,Maximiano,What I Could Never Help,The Real Truth,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730561694
1331,Maximiano,The Water And The Stones,The Real Truth,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730561492
1332,Maximiano,Waveform Mountain,The Real Truth,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730561274
1333,Maximiano,Simple,The Real Truth,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/2a96cbd8b46e442fc41c2b86b821562f.png,1730561017
1334,Brother Bird,famous,another year,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/c6208ae446fba53f4e3a99e31b3bd2ab.jpg,1730560506
1335,Brother Bird,final scene,another year,Unknown,https://lastfm.freetls.fastly.net/i/u/300x300/c6208ae446fba53f4e3a99e31b3bd2ab.jpg,1730560347
